CONSTANT_MODS
HexNAc6Hex5FucNeuGc (N)
HexNAc6Hex5FucNeuGcNeuGcAc (N)
HexNAc6Hex5FucNeuGc2 (N)
HexNAc6Hex5Fuc2 (N)
HexNAc6Hex5Fuc2 (ST)
HexNAc6Hex5Fuc2NeuAc (N)
HexNAc6Hex5Fuc2NeuGc (N)
HexNAc6Hex5Fuc2NeuGcNeuGcAc (N)
HexNAc6Hex5Fuc2NeuGc2 (N)
HexNAc6Hex5Fuc3 (N)
HexNAc6Hex5Fuc3 (ST)
HexNAc6Hex5Fuc3NeuAc (N)
HexNAc6Hex5Fuc3NeuGc (N)
HexNAc6Hex5Fuc3NeuGcNeuGcAc (N)
HexNAc6Hex5Fuc3NeuGc2 (N)
HexNAc6Hex5NeuAc (N)
HexNAc6Hex5NeuAc2 (N)
HexNAc6Hex6 (N)
HexNAc6Hex6 (ST)
HexNAc6Hex6Fuc (N)
HexNAc6Hex6FucNeuAc (N)
HexNAc6Hex6FucNeuAcNeuGc (N)
HexNAc6Hex6FucNeuAcNeuGc2 (N)
HexNAc6Hex6FucNeuAc2 (N)
HexNAc6Hex6FucNeuAc2NeuGc (N)
HexNAc6Hex6FucNeuAc3 (N)
HexNAc6Hex6FucNeuAc4 (N)
HexNAc6Hex6FucNeuGc (N)
HexNAc6Hex6FucNeuGcNeuGcAc (N)
HexNAc6Hex6FucNeuGcNeuGcAc2 (N)
HexNAc6Hex6FucNeuGc2 (N)
